Pathogen,Antibiotic,Region
Klebsiella pneumoniae,Colistin,North Macedonia
Klebsiella pneumoniae,Colistin,North Macedonia
Klebsiella pneumoniae,Colistin,Malta
Klebsiella pneumoniae,Colistin,Malta
Klebsiella pneumoniae,Colistin,Malta
Klebsiella pneumoniae,Colistin,Malta
Klebsiella pneumoniae,Colistin,Malaysia
Klebsiella pneumoniae,Colistin,Malaysia
Klebsiella pneumoniae,Colistin,Malaysia
Klebsiella pneumoniae,Colistin,Malaysia
Klebsiella pneumoniae,Colistin,Oman
Klebsiella pneumoniae,Colistin,Oman
Klebsiella pneumoniae,Colistin,Oman
Klebsiella pneumoniae,Colistin,Oman
Klebsiella pneumoniae,Colistin,Philippines
Klebsiella pneumoniae,Colistin,Philippines
Klebsiella pneumoniae,Colistin,Philippines
Klebsiella pneumoniae,Colistin,Philippines
Klebsiella pneumoniae,Colistin,Saudi Arabia
Klebsiella pneumoniae,Colistin,Saudi Arabia
Klebsiella pneumoniae,Colistin,Saudi Arabia
Klebsiella pneumoniae,Colistin,Saudi Arabia
Klebsiella pneumoniae,Colistin,Thailand
Klebsiella pneumoniae,Colistin,Thailand
Klebsiella pneumoniae,Colistin,Thailand
Klebsiella pneumoniae,Colistin,Thailand
Klebsiella pneumoniae,Colistin,Tunisia
Klebsiella pneumoniae,Colistin,Tunisia
Klebsiella pneumoniae,Colistin,Tunisia
Klebsiella pneumoniae,Colistin,Tunisia
Klebsiella pneumoniae,Doripenem,Malaysia
Klebsiella pneumoniae,Doripenem,Malaysia
Klebsiella pneumoniae,Doripenem,Malaysia
Klebsiella pneumoniae,Doripenem,Malaysia
Klebsiella pneumoniae,Doripenem,Philippines
Klebsiella pneumoniae,Doripenem,Philippines
Klebsiella pneumoniae,Doripenem,Philippines
Klebsiella pneumoniae,Doripenem,Philippines
Klebsiella pneumoniae,Doripenem,Thailand
Klebsiella pneumoniae,Doripenem,Thailand
Klebsiella pneumoniae,Doripenem,Thailand
Klebsiella pneumoniae,Doripenem,Thailand
Klebsiella pneumoniae,Ertapenem,United Arab Emirates
Klebsiella pneumoniae,Ertapenem,United Arab Emirates
Klebsiella pneumoniae,Ertapenem,United Arab Emirates
Klebsiella pneumoniae,Ertapenem,United Arab Emirates
Klebsiella pneumoniae,Ertapenem,Argentina
Klebsiella pneumoniae,Ertapenem,Argentina
Klebsiella pneumoniae,Ertapenem,Argentina
Klebsiella pneumoniae,Ertapenem,Argentina
Klebsiella pneumoniae,Ertapenem,Bahrain
Klebsiella pneumoniae,Ertapenem,Bahrain
Klebsiella pneumoniae,Ertapenem,Bahrain
Klebsiella pneumoniae,Ertapenem,Bahrain
Klebsiella pneumoniae,Ertapenem,Bosnia and Herzegovina
Klebsiella pneumoniae,Ertapenem,Bosnia and Herzegovina
Klebsiella pneumoniae,Ertapenem,Bosnia and Herzegovina
Klebsiella pneumoniae,Ertapenem,Bosnia and Herzegovina
Klebsiella pneumoniae,Ertapenem,Switzerland
Klebsiella pneumoniae,Ertapenem,Switzerland
Klebsiella pneumoniae,Ertapenem,Switzerland
Klebsiella pneumoniae,Ertapenem,Switzerland
Klebsiella pneumoniae,Ertapenem,Georgia
Klebsiella pneumoniae,Ertapenem,Georgia
Klebsiella pneumoniae,Ertapenem,Georgia
Klebsiella pneumoniae,Ertapenem,Georgia
Klebsiella pneumoniae,Ertapenem,India
Klebsiella pneumoniae,Ertapenem,India
Klebsiella pneumoniae,Ertapenem,India
Klebsiella pneumoniae,Ertapenem,India
Klebsiella pneumoniae,Ertapenem,Republic of Korea
Klebsiella pneumoniae,Ertapenem,Republic of Korea
Klebsiella pneumoniae,Ertapenem,Republic of Korea
Klebsiella pneumoniae,Ertapenem,Republic of Korea
Klebsiella pneumoniae,Ertapenem,Malaysia
Klebsiella pneumoniae,Ertapenem,Malaysia
Klebsiella pneumoniae,Ertapenem,Malaysia
Klebsiella pneumoniae,Ertapenem,Malaysia
Klebsiella pneumoniae,Ertapenem,Oman
Klebsiella pneumoniae,Ertapenem,Oman
Klebsiella pneumoniae,Ertapenem,Oman
Klebsiella pneumoniae,Ertapenem,Oman
Klebsiella pneumoniae,Ertapenem,Philippines
Klebsiella pneumoniae,Ertapenem,Philippines
Klebsiella pneumoniae,Ertapenem,Philippines
Klebsiella pneumoniae,Ertapenem,Philippines
Klebsiella pneumoniae,Ertapenem,Russian Federation
Klebsiella pneumoniae,Ertapenem,Russian Federation
Klebsiella pneumoniae,Ertapenem,Russian Federation
Klebsiella pneumoniae,Ertapenem,Russian Federation
Klebsiella pneumoniae,Ertapenem,Saudi Arabia
Klebsiella pneumoniae,Ertapenem,Saudi Arabia
Klebsiella pneumoniae,Ertapenem,Saudi Arabia
Klebsiella pneumoniae,Ertapenem,Saudi Arabia
Klebsiella pneumoniae,Ertapenem,Thailand
Klebsiella pneumoniae,Ertapenem,Thailand
Klebsiella pneumoniae,Ertapenem,Thailand
Klebsiella pneumoniae,Ertapenem,Thailand
Klebsiella pneumoniae,Ertapenem,Tunisia
Klebsiella pneumoniae,Ertapenem,Tunisia
Klebsiella pneumoniae,Ertapenem,Tunisia
Klebsiella pneumoniae,Ertapenem,Tunisia
Acinetobacter spp.,Gentamicin,United Arab Emirates
Acinetobacter spp.,Gentamicin,United Arab Emirates
Acinetobacter spp.,Gentamicin,United Arab Emirates
Acinetobacter spp.,Gentamicin,United Arab Emirates
Acinetobacter spp.,Gentamicin,Argentina
Acinetobacter spp.,Gentamicin,Argentina
Acinetobacter spp.,Gentamicin,Argentina
Acinetobacter spp.,Gentamicin,Argentina
Acinetobacter spp.,Gentamicin,Bosnia and Herzegovina
Acinetobacter spp.,Gentamicin,Bosnia and Herzegovina
Acinetobacter spp.,Gentamicin,Bosnia and Herzegovina
Acinetobacter spp.,Gentamicin,Bosnia and Herzegovina
Acinetobacter spp.,Gentamicin,Switzerland
Acinetobacter spp.,Gentamicin,Switzerland
Acinetobacter spp.,Gentamicin,Switzerland
Acinetobacter spp.,Gentamicin,Switzerland
Acinetobacter spp.,Gentamicin,Egypt
Acinetobacter spp.,Gentamicin,Egypt
Acinetobacter spp.,Gentamicin,Egypt
Acinetobacter spp.,Gentamicin,Egypt
Acinetobacter spp.,Gentamicin,Georgia
Acinetobacter spp.,Gentamicin,Georgia
Acinetobacter spp.,Gentamicin,Georgia
Acinetobacter spp.,Gentamicin,Georgia
Acinetobacter spp.,Gentamicin,Republic of Korea
Acinetobacter spp.,Gentamicin,Republic of Korea
Acinetobacter spp.,Gentamicin,Republic of Korea
Acinetobacter spp.,Gentamicin,Republic of Korea
Acinetobacter spp.,Gentamicin,Lao People's Democratic Republic
Acinetobacter spp.,Gentamicin,Lao People's Democratic Republic
Acinetobacter spp.,Gentamicin,Lao People's Democratic Republic
Acinetobacter spp.,Gentamicin,Lao People's Democratic Republic
Acinetobacter spp.,Gentamicin,North Macedonia
Acinetobacter spp.,Gentamicin,North Macedonia
Acinetobacter spp.,Gentamicin,North Macedonia
Acinetobacter spp.,Gentamicin,North Macedonia
Acinetobacter spp.,Gentamicin,Malaysia
Acinetobacter spp.,Gentamicin,Malaysia
Acinetobacter spp.,Gentamicin,Malaysia
Acinetobacter spp.,Gentamicin,Malaysia
Acinetobacter spp.,Gentamicin,Oman
Acinetobacter spp.,Gentamicin,Oman
Acinetobacter spp.,Gentamicin,Oman
Acinetobacter spp.,Gentamicin,Oman
Acinetobacter spp.,Gentamicin,Pakistan
Acinetobacter spp.,Gentamicin,Pakistan
Acinetobacter spp.,Gentamicin,Pakistan
Acinetobacter spp.,Gentamicin,Pakistan
Acinetobacter spp.,Gentamicin,Philippines
Acinetobacter spp.,Gentamicin,Philippines
Acinetobacter spp.,Gentamicin,Philippines
Acinetobacter spp.,Gentamicin,Philippines
Acinetobacter spp.,Gentamicin,Russian Federation
Acinetobacter spp.,Gentamicin,Russian Federation
Acinetobacter spp.,Gentamicin,Russian Federation
Acinetobacter spp.,Gentamicin,Russian Federation
Acinetobacter spp.,Gentamicin,Saudi Arabia
Acinetobacter spp.,Gentamicin,Saudi Arabia
Acinetobacter spp.,Gentamicin,Saudi Arabia
Acinetobacter spp.,Gentamicin,Saudi Arabia
Acinetobacter spp.,Gentamicin,Thailand
Acinetobacter spp.,Gentamicin,Thailand
Acinetobacter spp.,Gentamicin,Thailand
Acinetobacter spp.,Gentamicin,Thailand
Acinetobacter spp.,Gentamicin,South Africa
Acinetobacter spp.,Gentamicin,South Africa
Acinetobacter spp.,Gentamicin,South Africa
Acinetobacter spp.,Gentamicin,South Africa
Klebsiella pneumoniae,Imipenem,United Arab Emirates
Klebsiella pneumoniae,Imipenem,United Arab Emirates
Klebsiella pneumoniae,Imipenem,United Arab Emirates
Klebsiella pneumoniae,Imipenem,United Arab Emirates
Klebsiella pneumoniae,Imipenem,Argentina
Klebsiella pneumoniae,Imipenem,Argentina
Klebsiella pneumoniae,Imipenem,Argentina
Klebsiella pneumoniae,Imipenem,Argentina
Klebsiella pneumoniae,Imipenem,Bahrain
Klebsiella pneumoniae,Imipenem,Bahrain
Klebsiella pneumoniae,Imipenem,Bahrain
Klebsiella pneumoniae,Imipenem,Bahrain
Klebsiella pneumoniae,Imipenem,Bosnia and Herzegovina
Klebsiella pneumoniae,Imipenem,Bosnia and Herzegovina
Klebsiella pneumoniae,Imipenem,Bosnia and Herzegovina
Klebsiella pneumoniae,Imipenem,Bosnia and Herzegovina
Klebsiella pneumoniae,Imipenem,Switzerland
Klebsiella pneumoniae,Imipenem,Switzerland
Klebsiella pneumoniae,Imipenem,Switzerland
Klebsiella pneumoniae,Imipenem,Switzerland
Klebsiella pneumoniae,Imipenem,Egypt
Klebsiella pneumoniae,Imipenem,Egypt
Klebsiella pneumoniae,Imipenem,Egypt
Klebsiella pneumoniae,Imipenem,Egypt
Klebsiella pneumoniae,Imipenem,Georgia
Klebsiella pneumoniae,Imipenem,Georgia
Klebsiella pneumoniae,Imipenem,Georgia
Klebsiella pneumoniae,Imipenem,Georgia
Klebsiella pneumoniae,Imipenem,India
Klebsiella pneumoniae,Imipenem,India
Klebsiella pneumoniae,Imipenem,India
Klebsiella pneumoniae,Imipenem,India
Klebsiella pneumoniae,Imipenem,Japan
Klebsiella pneumoniae,Imipenem,Japan
Klebsiella pneumoniae,Imipenem,Japan
Klebsiella pneumoniae,Imipenem,Japan
Klebsiella pneumoniae,Imipenem,Republic of Korea
Klebsiella pneumoniae,Imipenem,Republic of Korea
Klebsiella pneumoniae,Imipenem,Republic of Korea
Klebsiella pneumoniae,Imipenem,Republic of Korea
Klebsiella pneumoniae,Imipenem,North Macedonia
Klebsiella pneumoniae,Imipenem,North Macedonia
Klebsiella pneumoniae,Imipenem,North Macedonia
Klebsiella pneumoniae,Imipenem,North Macedonia
Klebsiella pneumoniae,Imipenem,Malta
Klebsiella pneumoniae,Imipenem,Malta
Klebsiella pneumoniae,Imipenem,Malta
Klebsiella pneumoniae,Imipenem,Malta
Klebsiella pneumoniae,Imipenem,Malaysia
Klebsiella pneumoniae,Imipenem,Malaysia
Klebsiella pneumoniae,Imipenem,Malaysia
Klebsiella pneumoniae,Imipenem,Malaysia
Klebsiella pneumoniae,Imipenem,Oman
Klebsiella pneumoniae,Imipenem,Oman
Klebsiella pneumoniae,Imipenem,Oman
Klebsiella pneumoniae,Imipenem,Oman
Klebsiella pneumoniae,Imipenem,Pakistan
Klebsiella pneumoniae,Imipenem,Pakistan
Klebsiella pneumoniae,Imipenem,Pakistan
Klebsiella pneumoniae,Imipenem,Pakistan
Klebsiella pneumoniae,Imipenem,Philippines
Klebsiella pneumoniae,Imipenem,Philippines
Klebsiella pneumoniae,Imipenem,Philippines
Klebsiella pneumoniae,Imipenem,Philippines
Klebsiella pneumoniae,Imipenem,Russian Federation
Klebsiella pneumoniae,Imipenem,Russian Federation
Klebsiella pneumoniae,Imipenem,Russian Federation
Klebsiella pneumoniae,Imipenem,Russian Federation
Klebsiella pneumoniae,Imipenem,Saudi Arabia
Klebsiella pneumoniae,Imipenem,Saudi Arabia
Klebsiella pneumoniae,Imipenem,Saudi Arabia
Klebsiella pneumoniae,Imipenem,Saudi Arabia
Klebsiella pneumoniae,Imipenem,Thailand
Klebsiella pneumoniae,Imipenem,Thailand
Klebsiella pneumoniae,Imipenem,Thailand
Klebsiella pneumoniae,Imipenem,Thailand
Klebsiella pneumoniae,Imipenem,Tunisia
Klebsiella pneumoniae,Imipenem,Tunisia
Klebsiella pneumoniae,Imipenem,Tunisia
Klebsiella pneumoniae,Imipenem,Tunisia
Klebsiella pneumoniae,Imipenem,Uganda
Klebsiella pneumoniae,Imipenem,Uganda
Klebsiella pneumoniae,Imipenem,Uganda
Klebsiella pneumoniae,Imipenem,Uganda
Klebsiella pneumoniae,Levofloxacin,United Arab Emirates
Klebsiella pneumoniae,Levofloxacin,United Arab Emirates
Klebsiella pneumoniae,Levofloxacin,United Arab Emirates
Klebsiella pneumoniae,Levofloxacin,United Arab Emirates
Klebsiella pneumoniae,Levofloxacin,Bosnia and Herzegovina
Klebsiella pneumoniae,Levofloxacin,Bosnia and Herzegovina
Klebsiella pneumoniae,Levofloxacin,Bosnia and Herzegovina
Klebsiella pneumoniae,Levofloxacin,Bosnia and Herzegovina
Klebsiella pneumoniae,Levofloxacin,Switzerland
Klebsiella pneumoniae,Levofloxacin,Switzerland
Klebsiella pneumoniae,Levofloxacin,Switzerland
Klebsiella pneumoniae,Levofloxacin,Switzerland
Klebsiella pneumoniae,Levofloxacin,Egypt
Klebsiella pneumoniae,Levofloxacin,Egypt
Klebsiella pneumoniae,Levofloxacin,Egypt
Klebsiella pneumoniae,Levofloxacin,Egypt
Klebsiella pneumoniae,Levofloxacin,Georgia
Klebsiella pneumoniae,Levofloxacin,Georgia
Klebsiella pneumoniae,Levofloxacin,Georgia
Klebsiella pneumoniae,Levofloxacin,Georgia
Klebsiella pneumoniae,Levofloxacin,Japan
Klebsiella pneumoniae,Levofloxacin,Japan
Klebsiella pneumoniae,Levofloxacin,Japan
Klebsiella pneumoniae,Levofloxacin,Japan
Klebsiella pneumoniae,Levofloxacin,Philippines
Klebsiella pneumoniae,Levofloxacin,Philippines
Klebsiella pneumoniae,Levofloxacin,Philippines
Klebsiella pneumoniae,Levofloxacin,Philippines
Klebsiella pneumoniae,Levofloxacin,Saudi Arabia
Klebsiella pneumoniae,Levofloxacin,Saudi Arabia
Klebsiella pneumoniae,Levofloxacin,Saudi Arabia
Klebsiella pneumoniae,Levofloxacin,Saudi Arabia
Klebsiella pneumoniae,Levofloxacin,Thailand
Klebsiella pneumoniae,Levofloxacin,Thailand
Klebsiella pneumoniae,Levofloxacin,Thailand
Klebsiella pneumoniae,Levofloxacin,Thailand
Klebsiella pneumoniae,Meropenem,United Arab Emirates
Klebsiella pneumoniae,Meropenem,United Arab Emirates
Klebsiella pneumoniae,Meropenem,United Arab Emirates
Klebsiella pneumoniae,Meropenem,United Arab Emirates
Klebsiella pneumoniae,Meropenem,Argentina
Klebsiella pneumoniae,Meropenem,Argentina
Klebsiella pneumoniae,Meropenem,Argentina
Klebsiella pneumoniae,Meropenem,Argentina
Klebsiella pneumoniae,Meropenem,Bahrain
Klebsiella pneumoniae,Meropenem,Bahrain
Klebsiella pneumoniae,Meropenem,Bahrain
Klebsiella pneumoniae,Meropenem,Bahrain
Klebsiella pneumoniae,Meropenem,Bosnia and Herzegovina
Klebsiella pneumoniae,Meropenem,Bosnia and Herzegovina
Klebsiella pneumoniae,Meropenem,Bosnia and Herzegovina
Klebsiella pneumoniae,Meropenem,Bosnia and Herzegovina
Klebsiella pneumoniae,Meropenem,Switzerland
Klebsiella pneumoniae,Meropenem,Switzerland
Klebsiella pneumoniae,Meropenem,Switzerland
Klebsiella pneumoniae,Meropenem,Switzerland
Klebsiella pneumoniae,Meropenem,Egypt
Klebsiella pneumoniae,Meropenem,Egypt
Klebsiella pneumoniae,Meropenem,Egypt
Klebsiella pneumoniae,Meropenem,Egypt
Klebsiella pneumoniae,Meropenem,Georgia
Klebsiella pneumoniae,Meropenem,Georgia
Klebsiella pneumoniae,Meropenem,Georgia
Klebsiella pneumoniae,Meropenem,Georgia
Klebsiella pneumoniae,Meropenem,Japan
Klebsiella pneumoniae,Meropenem,Japan
Klebsiella pneumoniae,Meropenem,Japan
Klebsiella pneumoniae,Meropenem,Japan
Klebsiella pneumoniae,Meropenem,Republic of Korea
Klebsiella pneumoniae,Meropenem,Republic of Korea
Klebsiella pneumoniae,Meropenem,Republic of Korea
Klebsiella pneumoniae,Meropenem,Republic of Korea
Klebsiella pneumoniae,Meropenem,Lao People's Democratic Republic
Klebsiella pneumoniae,Meropenem,Lao People's Democratic Republic
Klebsiella pneumoniae,Meropenem,Lao People's Democratic Republic
Klebsiella pneumoniae,Meropenem,Lao People's Democratic Republic
Klebsiella pneumoniae,Meropenem,North Macedonia
Klebsiella pneumoniae,Meropenem,North Macedonia
Klebsiella pneumoniae,Meropenem,North Macedonia
Klebsiella pneumoniae,Meropenem,North Macedonia
Klebsiella pneumoniae,Meropenem,Malta
Klebsiella pneumoniae,Meropenem,Malta
Klebsiella pneumoniae,Meropenem,Malta
Klebsiella pneumoniae,Meropenem,Malta
Klebsiella pneumoniae,Meropenem,Malaysia
Klebsiella pneumoniae,Meropenem,Malaysia
Klebsiella pneumoniae,Meropenem,Malaysia
Klebsiella pneumoniae,Meropenem,Malaysia
Klebsiella pneumoniae,Meropenem,Russian Federation
Klebsiella pneumoniae,Meropenem,Russian Federation
Klebsiella pneumoniae,Meropenem,Russian Federation
Klebsiella pneumoniae,Meropenem,Russian Federation
Klebsiella pneumoniae,Meropenem,Saudi Arabia
Klebsiella pneumoniae,Meropenem,Saudi Arabia
Klebsiella pneumoniae,Meropenem,Saudi Arabia
Klebsiella pneumoniae,Meropenem,Saudi Arabia
Klebsiella pneumoniae,Meropenem,Thailand
Klebsiella pneumoniae,Meropenem,Thailand
Klebsiella pneumoniae,Meropenem,Thailand
Klebsiella pneumoniae,Meropenem,Thailand
Salmonella spp.,Cefotaxime,United Arab Emirates
Salmonella spp.,Cefotaxime,United Arab Emirates
Salmonella spp.,Cefotaxime,United Arab Emirates
Salmonella spp.,Cefotaxime,United Arab Emirates
Salmonella spp.,Cefotaxime,Argentina
Salmonella spp.,Cefotaxime,Argentina
Salmonella spp.,Cefotaxime,Argentina
Salmonella spp.,Cefotaxime,Argentina
Salmonella spp.,Cefotaxime,Japan
Salmonella spp.,Cefotaxime,Japan
Salmonella spp.,Cefotaxime,Japan
Salmonella spp.,Cefotaxime,Japan
Salmonella spp.,Cefotaxime,Republic of Korea
Salmonella spp.,Cefotaxime,Republic of Korea
Salmonella spp.,Cefotaxime,Republic of Korea
Salmonella spp.,Cefotaxime,Republic of Korea
Salmonella spp.,Cefotaxime,Malaysia
Salmonella spp.,Cefotaxime,Malaysia
Salmonella spp.,Cefotaxime,Malaysia
Salmonella spp.,Cefotaxime,Malaysia
Salmonella spp.,Cefotaxime,Philippines
Salmonella spp.,Cefotaxime,Philippines
Salmonella spp.,Cefotaxime,Philippines
Salmonella spp.,Cefotaxime,Philippines
Salmonella spp.,Cefotaxime,Poland
Salmonella spp.,Cefotaxime,Poland
Salmonella spp.,Cefotaxime,Poland
Salmonella spp.,Cefotaxime,Poland
Salmonella spp.,Cefotaxime,Thailand
Salmonella spp.,Cefotaxime,Thailand
Salmonella spp.,Cefotaxime,Thailand
Salmonella spp.,Cefotaxime,Thailand
Salmonella spp.,Ceftazidime,United Arab Emirates
Salmonella spp.,Ceftazidime,United Arab Emirates
Salmonella spp.,Ceftazidime,United Arab Emirates
Salmonella spp.,Ceftazidime,United Arab Emirates
Salmonella spp.,Ceftazidime,Argentina
Salmonella spp.,Ceftazidime,Argentina
Salmonella spp.,Ceftazidime,Argentina
Salmonella spp.,Ceftazidime,Argentina
Salmonella spp.,Ceftazidime,Bangladesh
Salmonella spp.,Ceftazidime,Bangladesh
Salmonella spp.,Ceftazidime,Bangladesh
Salmonella spp.,Ceftazidime,Bangladesh
Salmonella spp.,Ceftazidime,Switzerland
Salmonella spp.,Ceftazidime,Switzerland
Salmonella spp.,Ceftazidime,Switzerland
Salmonella spp.,Ceftazidime,Switzerland
Salmonella spp.,Ceftazidime,Japan
Salmonella spp.,Ceftazidime,Japan
Salmonella spp.,Ceftazidime,Japan
Salmonella spp.,Ceftazidime,Japan
Salmonella spp.,Ceftazidime,Republic of Korea
Salmonella spp.,Ceftazidime,Republic of Korea
Salmonella spp.,Ceftazidime,Republic of Korea
Salmonella spp.,Ceftazidime,Republic of Korea
Salmonella spp.,Ceftazidime,Malaysia
Salmonella spp.,Ceftazidime,Malaysia
Salmonella spp.,Ceftazidime,Malaysia
Salmonella spp.,Ceftazidime,Malaysia
Salmonella spp.,Ceftazidime,Philippines
Salmonella spp.,Ceftazidime,Philippines
Salmonella spp.,Ceftazidime,Philippines
Salmonella spp.,Ceftazidime,Philippines
Salmonella spp.,Ceftazidime,Poland
Salmonella spp.,Ceftazidime,Poland
Salmonella spp.,Ceftazidime,Poland
Salmonella spp.,Ceftazidime,Poland
Salmonella spp.,Ceftazidime,Saudi Arabia
Salmonella spp.,Ceftazidime,Saudi Arabia
Salmonella spp.,Ceftazidime,Saudi Arabia
Salmonella spp.,Ceftazidime,Saudi Arabia
Salmonella spp.,Ceftazidime,Thailand
Salmonella spp.,Ceftazidime,Thailand
Salmonella spp.,Ceftazidime,Thailand
Salmonella spp.,Ceftazidime,Thailand
Salmonella spp.,Ceftriaxone,United Arab Emirates
Salmonella spp.,Ceftriaxone,United Arab Emirates
Salmonella spp.,Ceftriaxone,United Arab Emirates
Salmonella spp.,Ceftriaxone,United Arab Emirates
Salmonella spp.,Ceftriaxone,Bangladesh
Salmonella spp.,Ceftriaxone,Bangladesh
Salmonella spp.,Ceftriaxone,Bangladesh
Salmonella spp.,Ceftriaxone,Bangladesh
Salmonella spp.,Ceftriaxone,Switzerland
Salmonella spp.,Ceftriaxone,Switzerland
Salmonella spp.,Ceftriaxone,Switzerland
Salmonella spp.,Ceftriaxone,Switzerland
Salmonella spp.,Ceftriaxone,India
Salmonella spp.,Ceftriaxone,India
Salmonella spp.,Ceftriaxone,India
Salmonella spp.,Ceftriaxone,India
Salmonella spp.,Ceftriaxone,Japan
Salmonella spp.,Ceftriaxone,Japan
Salmonella spp.,Ceftriaxone,Japan
Salmonella spp.,Ceftriaxone,Japan
Salmonella spp.,Ceftriaxone,Lao People's Democratic Republic
Salmonella spp.,Ceftriaxone,Lao People's Democratic Republic
Salmonella spp.,Ceftriaxone,Lao People's Democratic Republic
Salmonella spp.,Ceftriaxone,Lao People's Democratic Republic
Salmonella spp.,Ceftriaxone,Malaysia
Salmonella spp.,Ceftriaxone,Malaysia
Salmonella spp.,Ceftriaxone,Malaysia
Salmonella spp.,Ceftriaxone,Malaysia
Salmonella spp.,Ceftriaxone,Nepal
Salmonella spp.,Ceftriaxone,Nepal
Salmonella spp.,Ceftriaxone,Nepal
Salmonella spp.,Ceftriaxone,Nepal
Salmonella spp.,Ceftriaxone,Pakistan
Salmonella spp.,Ceftriaxone,Pakistan
Salmonella spp.,Ceftriaxone,Pakistan
Salmonella spp.,Ceftriaxone,Pakistan
Salmonella spp.,Ceftriaxone,Philippines
Salmonella spp.,Ceftriaxone,Philippines
Salmonella spp.,Ceftriaxone,Philippines
Salmonella spp.,Ceftriaxone,Philippines
Salmonella spp.,Ceftriaxone,Saudi Arabia
Salmonella spp.,Ceftriaxone,Saudi Arabia
Salmonella spp.,Ceftriaxone,Saudi Arabia
Salmonella spp.,Ceftriaxone,Saudi Arabia
Salmonella spp.,Ceftriaxone,Thailand
Salmonella spp.,Ceftriaxone,Thailand
Salmonella spp.,Ceftriaxone,Thailand
Salmonella spp.,Ceftriaxone,Thailand
Salmonella spp.,Ciprofloxacin,United Arab Emirates
Salmonella spp.,Ciprofloxacin,United Arab Emirates
Salmonella spp.,Ciprofloxacin,United Arab Emirates
Salmonella spp.,Ciprofloxacin,United Arab Emirates
Salmonella spp.,Ciprofloxacin,Argentina
Salmonella spp.,Ciprofloxacin,Argentina
Salmonella spp.,Ciprofloxacin,Argentina
Salmonella spp.,Ciprofloxacin,Argentina
Salmonella spp.,Ciprofloxacin,Bangladesh
Salmonella spp.,Ciprofloxacin,Bangladesh
Salmonella spp.,Ciprofloxacin,Bangladesh
Salmonella spp.,Ciprofloxacin,Bangladesh
Salmonella spp.,Ciprofloxacin,Switzerland
Salmonella spp.,Ciprofloxacin,Switzerland
Salmonella spp.,Ciprofloxacin,Switzerland
Salmonella spp.,Ciprofloxacin,Switzerland
Salmonella spp.,Ciprofloxacin,India
Salmonella spp.,Ciprofloxacin,India
Salmonella spp.,Ciprofloxacin,India
Salmonella spp.,Ciprofloxacin,India
Salmonella spp.,Ciprofloxacin,Japan
Salmonella spp.,Ciprofloxacin,Japan
Salmonella spp.,Ciprofloxacin,Japan
Salmonella spp.,Ciprofloxacin,Japan
Salmonella spp.,Ciprofloxacin,Republic of Korea
Salmonella spp.,Ciprofloxacin,Republic of Korea
Salmonella spp.,Ciprofloxacin,Republic of Korea
Salmonella spp.,Ciprofloxacin,Republic of Korea
Salmonella spp.,Ciprofloxacin,Malaysia
Salmonella spp.,Ciprofloxacin,Malaysia
Salmonella spp.,Ciprofloxacin,Malaysia
Salmonella spp.,Ciprofloxacin,Malaysia
Salmonella spp.,Ciprofloxacin,Nepal
Salmonella spp.,Ciprofloxacin,Nepal
Salmonella spp.,Ciprofloxacin,Nepal
Salmonella spp.,Ciprofloxacin,Nepal
Salmonella spp.,Ciprofloxacin,Pakistan
Salmonella spp.,Ciprofloxacin,Pakistan
Salmonella spp.,Ciprofloxacin,Pakistan
Salmonella spp.,Ciprofloxacin,Pakistan
Salmonella spp.,Ciprofloxacin,Philippines
Salmonella spp.,Ciprofloxacin,Philippines
Salmonella spp.,Ciprofloxacin,Philippines
Salmonella spp.,Ciprofloxacin,Philippines
Salmonella spp.,Ciprofloxacin,Poland
Salmonella spp.,Ciprofloxacin,Poland
Salmonella spp.,Ciprofloxacin,Poland
Salmonella spp.,Ciprofloxacin,Poland
Salmonella spp.,Ciprofloxacin,Saudi Arabia
Salmonella spp.,Ciprofloxacin,Saudi Arabia
Salmonella spp.,Ciprofloxacin,Saudi Arabia
Salmonella spp.,Ciprofloxacin,Saudi Arabia
Salmonella spp.,Ciprofloxacin,Thailand
Salmonella spp.,Ciprofloxacin,Thailand
Salmonella spp.,Ciprofloxacin,Thailand
Salmonella spp.,Ciprofloxacin,Thailand
Salmonella spp.,Ciprofloxacin,Uganda
Salmonella spp.,Ciprofloxacin,Uganda
Salmonella spp.,Ciprofloxacin,Uganda
Salmonella spp.,Ciprofloxacin,Uganda
Salmonella spp.,Ertapenem,United Arab Emirates
Salmonella spp.,Ertapenem,United Arab Emirates
Salmonella spp.,Ertapenem,United Arab Emirates
Salmonella spp.,Ertapenem,United Arab Emirates
Salmonella spp.,Ertapenem,Switzerland
Salmonella spp.,Ertapenem,Switzerland
Salmonella spp.,Ertapenem,Switzerland
Salmonella spp.,Ertapenem,Switzerland
Salmonella spp.,Ertapenem,Malaysia
Salmonella spp.,Ertapenem,Malaysia
Salmonella spp.,Ertapenem,Malaysia
Salmonella spp.,Ertapenem,Malaysia
Salmonella spp.,Ertapenem,Thailand
Salmonella spp.,Ertapenem,Thailand
Salmonella spp.,Ertapenem,Thailand
Salmonella spp.,Ertapenem,Thailand
Salmonella spp.,Imipenem,United Arab Emirates
Salmonella spp.,Imipenem,United Arab Emirates
Salmonella spp.,Imipenem,United Arab Emirates
Salmonella spp.,Imipenem,United Arab Emirates
Salmonella spp.,Imipenem,Argentina
Salmonella spp.,Imipenem,Argentina
Salmonella spp.,Imipenem,Argentina
